log,variant,discovery_time,fitness_time,precision_time,generalization_time,simplicity_time,perc_fit_traces,average_trace_fitness,log_fitness,precision,generalization,simplicity
pdc_2020_1211011,IM,1.982398271560669,2.8565804958343506,92.179710149765,2.9289495944976807,0.0001590251922607,100.0,1.0,1.0,0.1073505186768175,0.943559888928439,0.494949494949495
pdc_2020_1211011,IMf,4.566275596618652,3.426966428756714,83.49251532554626,3.38387417793274,0.0001606941223144,39.8,0.9831406779467788,0.9902266063436128,0.1301555820647696,0.9671454881430416,0.5304347826086956
pdc_2020_1211011,IMd,0.0706896781921386,2.7100489139556885,87.26703262329102,2.5732743740081787,0.0001442432403564,100.0,1.0,1.0,0.1083412629691615,0.9396679777711848,0.4857142857142857
pdc_2020_1211011,HM,0.1545984745025634,4.028831243515015,34.02813673019409,4.03438138961792,0.0001683235168457,23.8,0.9697331449472614,0.9708462502631984,0.7219978152071742,0.8037263079530903,0.5584415584415584
pdc_2020_1211011,AM,0.0393881797790527,2.170249938964844,9.418865442276,2.181124448776245,0.0001547336578369,0.0,0.2048553011608637,0.1257509352702328,0.6097942073170732,0.965832384404502,0.9333333333333332
pdc_2020_1211100,IM,2.85301160812378,5.5162458419799805,4090.2063977718353,5.441787242889404,0.000359296798706,100.0,1.0,1.0,0.10169063633696,0.9115482815636456,0.625
pdc_2020_1211100,IMf,2.2590150833129883,6.358566284179688,319.20769715309143,6.446305990219116,0.0003046989440917,55.8,0.9649843066769926,0.9615031030738406,0.2602702251876564,0.9373988410486056,0.6144578313253012
pdc_2020_1211100,IMd,0.0874471664428711,2.336930990219116,71.81678771972656,2.3500444889068604,0.000152587890625,100.0,1.0,1.0,0.1004261050886531,0.91977202714193,0.4867256637168141
pdc_2020_1211100,HM,0.1052048206329345,4.916876792907715,26.42084169387817,5.2221198081970215,0.0001921653747558,0.7,0.9178976406839624,0.9233636221078312,0.6700871048618471,0.7855963326553664,0.521885521885522
pdc_2020_1211100,AM,0.03468918800354,2.023628234863281,8.089971780776978,2.1323187351226807,0.0001671314239501,0.0,0.2074783489122306,0.158161201092585,0.5659074132658442,0.9614272442909532,0.5806451612903225
pdc_2020_1211101,IM,2.8270814418792725,5.385058879852295,4151.777565956116,5.505193710327148,0.0003449916839599,100.0,1.0,1.0,0.10169063633696,0.9115482815636456,0.625
pdc_2020_1211101,IMf,2.093658208847046,6.595950841903687,357.7658278942108,6.473889350891113,0.0003156661987304,55.8,0.9649843066769926,0.9615031030738406,0.2603388473852721,0.9373988410486056,0.6144578313253012
pdc_2020_1211101,IMd,0.0671219825744628,2.352116346359253,76.73828721046448,2.308578968048096,0.0001642704010009,100.0,1.0,1.0,0.1004261050886531,0.91977202714193,0.4867256637168141
pdc_2020_1211101,HM,0.1129693984985351,5.001822471618652,27.100818872451782,5.571747779846191,0.0002117156982421,0.7,0.9179841973011834,0.9235716033511508,0.6703438989020095,0.7849014043401816,0.521885521885522
pdc_2020_1211101,AM,0.0373287200927734,2.1288187503814697,8.852634191513062,2.2005953788757324,0.0001721382141113,0.0,0.2074783489122306,0.158161201092585,0.5659074132658442,0.9614272442909532,0.5806451612903225
pdc_2020_1211110,IM,1.6792535781860352,2.6819097995758057,105.28503203392027,2.719930410385132,0.0001740455627441,100.0,1.0,1.0,0.1156315857894342,0.8908203649033594,0.5492957746478873
pdc_2020_1211110,IMf,1.5603883266448977,6.340476751327515,295.1013972759247,6.408627033233643,0.0002756118774414,49.0,0.957987458952938,0.9575734036214474,0.2545350077977509,0.9498728722374618,0.6086956521739131
pdc_2020_1211110,IMd,0.0566411018371582,2.251260280609131,61.55387663841248,2.190880537033081,0.0001273155212402,100.0,1.0,1.0,0.1145221240861632,0.9394785541027662,0.48
pdc_2020_1211110,HM,0.1143097877502441,4.665662050247192,13.397323369979858,4.783731460571289,0.0002074241638183,0.2,0.8717379779326411,0.8892310504172757,0.963350548156202,0.7849611469670303,0.5044776119402985
